Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '208.73.210.29-TCP', 'biflow_src_port': 1089, 'biflow_dst_port': 80} | Inverse filter: {'bihost_fwd_id': '208.73.210.29-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 80, 'biflow_dst_port': 1089}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '74.125.67.27-TCP', 'biflow_src_port': 1140, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '74.125.67.27-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 1140}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '71.74.56.244-TCP', 'biflow_src_port': 1166, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '71.74.56.244-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 1166}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '204.126.122.131-TCP', 'biflow_src_port': 1167, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '204.126.122.131-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 1167}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '199.96.3.5-TCP', 'biflow_src_port': 1168, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '199.96.3.5-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 1168}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '64.98.36.4-TCP', 'biflow_src_port': 1169, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '64.98.36.4-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 1169}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '91.212.135.158-TCP', 'biflow_src_port': 1214, 'biflow_dst_port': 5678} | Inverse filter: {'bihost_fwd_id': '91.212.135.158-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 5678, 'biflow_dst_port': 1214}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '91.212.135.158-TCP', 'biflow_src_port': 1215, 'biflow_dst_port': 5678} | Inverse filter: {'bihost_fwd_id': '91.212.135.158-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 5678, 'biflow_dst_port': 1215}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '193.109.254.3-TCP', 'biflow_src_port': 1216, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '193.109.254.3-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 1216}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '195.245.230.51-TCP', 'biflow_src_port': 1217, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '195.245.230.51-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 1217}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '195.245.230.83-TCP', 'biflow_src_port': 1218, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '195.245.230.83-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 1218}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '91.194.221.200-TCP', 'biflow_src_port': 1219, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '91.194.221.200-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 1219}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '85.158.136.51-TCP', 'biflow_src_port': 1220, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '85.158.136.51-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 1220}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '85.158.137.231-TCP', 'biflow_src_port': 1221, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '85.158.137.231-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 1221}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '74.125.67.27-TCP', 'biflow_src_port': 1222, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '74.125.67.27-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 1222}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '85.158.141.190-TCP', 'biflow_src_port': 1223, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '85.158.141.190-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 1223}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '195.245.231.196-TCP', 'biflow_src_port': 1224, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '195.245.231.196-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 1224}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '118.143.11.136-TCP', 'biflow_src_port': 1225, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '118.143.11.136-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 1225}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '24.71.223.11-TCP', 'biflow_src_port': 1233, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '24.71.223.11-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 1233}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '64.59.134.8-TCP', 'biflow_src_port': 1253, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '64.59.134.8-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 1253}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '24.71.223.11-TCP', 'biflow_src_port': 1294, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '24.71.223.11-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 1294}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '64.59.134.8-TCP', 'biflow_src_port': 1314, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '64.59.134.8-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 1314}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '24.71.223.11-TCP', 'biflow_src_port': 1336, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '24.71.223.11-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 1336}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '72.21.210.232-TCP', 'biflow_src_port': 1337, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '72.21.210.232-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 1337}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '64.191.223.39-TCP', 'biflow_src_port': 1338, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '64.191.223.39-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 1338}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '98.129.184.131-TCP', 'biflow_src_port': 1339, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '98.129.184.131-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 1339}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '66.102.222.11-TCP', 'biflow_src_port': 1340, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '66.102.222.11-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 1340}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '64.18.6.13-TCP', 'biflow_src_port': 1341, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '64.18.6.13-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 1341}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '74.125.113.27-TCP', 'biflow_src_port': 1342, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '74.125.113.27-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 1342}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '72.4.117.22-TCP', 'biflow_src_port': 1343, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '72.4.117.22-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 1343}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '208.84.66.228-TCP', 'biflow_src_port': 1344, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '208.84.66.228-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 1344}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '24.71.223.11-TCP', 'biflow_src_port': 1366, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '24.71.223.11-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 1366}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '24.71.223.11-TCP', 'biflow_src_port': 1396, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '24.71.223.11-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 1396}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '24.71.223.11-TCP', 'biflow_src_port': 1397, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '24.71.223.11-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 1397}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '91.212.135.158-TCP', 'biflow_src_port': 1398, 'biflow_dst_port': 5678} | Inverse filter: {'bihost_fwd_id': '91.212.135.158-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 5678, 'biflow_dst_port': 1398}
Collection: udp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-UDP', 'bihost_bwd_id': '147.32.80.9-UDP', 'biflow_src_port': 1399, 'biflow_dst_port': 53} | Inverse filter: {'bihost_fwd_id': '147.32.80.9-UDP', 'bihost_bwd_id': '147.32.84.165-UDP', 'biflow_src_port': 53, 'biflow_dst_port': 1399}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '207.115.21.22-TCP', 'biflow_src_port': 1400, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '207.115.21.22-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 1400}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '74.125.67.27-TCP', 'biflow_src_port': 1401, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '74.125.67.27-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 1401}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '217.72.192.188-TCP', 'biflow_src_port': 1402, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '217.72.192.188-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 1402}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '85.118.245.4-TCP', 'biflow_src_port': 1403, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '85.118.245.4-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 1403}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '202.0.183.130-TCP', 'biflow_src_port': 1404, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '202.0.183.130-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 1404}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '203.143.137.65-TCP', 'biflow_src_port': 1405, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '203.143.137.65-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 1405}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '68.120.64.203-TCP', 'biflow_src_port': 1406, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '68.120.64.203-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 1406}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '210.172.144.10-TCP', 'biflow_src_port': 1407, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '210.172.144.10-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 1407}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '64.18.5.14-TCP', 'biflow_src_port': 1408, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '64.18.5.14-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 1408}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '24.71.223.11-TCP', 'biflow_src_port': 1409, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '24.71.223.11-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 1409}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '210.172.144.10-TCP', 'biflow_src_port': 1460, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '210.172.144.10-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 1460}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '210.172.144.10-TCP', 'biflow_src_port': 1520, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '210.172.144.10-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 1520}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '150.70.74.47-TCP', 'biflow_src_port': 1521, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '150.70.74.47-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 1521}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '64.79.164.23-TCP', 'biflow_src_port': 1522, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '64.79.164.23-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 1522}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '70.182.136.222-TCP', 'biflow_src_port': 1523, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '70.182.136.222-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 1523}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '64.18.5.11-TCP', 'biflow_src_port': 1524, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '64.18.5.11-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 1524}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '210.172.144.10-TCP', 'biflow_src_port': 1525, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '210.172.144.10-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 1525}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '150.70.74.47-TCP', 'biflow_src_port': 1526, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '150.70.74.47-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 1526}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '64.79.164.23-TCP', 'biflow_src_port': 1527, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '64.79.164.23-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 1527}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '70.182.136.222-TCP', 'biflow_src_port': 1528, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '70.182.136.222-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 1528}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '64.18.5.11-TCP', 'biflow_src_port': 1529, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '64.18.5.11-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 1529}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '64.79.164.23-TCP', 'biflow_src_port': 1530, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '64.79.164.23-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 1530}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '70.182.136.222-TCP', 'biflow_src_port': 1531, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '70.182.136.222-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 1531}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '64.79.164.23-TCP', 'biflow_src_port': 1532, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '64.79.164.23-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 1532}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '70.182.136.222-TCP', 'biflow_src_port': 1533, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '70.182.136.222-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 1533}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '64.79.164.23-TCP', 'biflow_src_port': 1534, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '64.79.164.23-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 1534}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '70.182.136.222-TCP', 'biflow_src_port': 1535, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '70.182.136.222-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 1535}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '64.79.164.23-TCP', 'biflow_src_port': 1536, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '64.79.164.23-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 1536}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '70.182.136.222-TCP', 'biflow_src_port': 1537, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '70.182.136.222-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 1537}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '195.113.232.75-TCP', 'biflow_src_port': 1538, 'biflow_dst_port': 80} | Inverse filter: {'bihost_fwd_id': '195.113.232.75-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 80, 'biflow_dst_port': 1538}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '64.79.164.23-TCP', 'biflow_src_port': 1539, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '64.79.164.23-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 1539}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '70.182.136.222-TCP', 'biflow_src_port': 1540, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '70.182.136.222-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 1540}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '70.182.136.222-TCP', 'biflow_src_port': 1541, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '70.182.136.222-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 1541}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '64.79.164.23-TCP', 'biflow_src_port': 1542, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '64.79.164.23-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 1542}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '70.182.136.222-TCP', 'biflow_src_port': 1543, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '70.182.136.222-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 1543}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '64.79.164.23-TCP', 'biflow_src_port': 1544, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '64.79.164.23-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 1544}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '70.182.136.222-TCP', 'biflow_src_port': 1545, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '70.182.136.222-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 1545}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '64.79.164.23-TCP', 'biflow_src_port': 1546, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '64.79.164.23-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 1546}
