Collection: tcp_biflows | Standard modification: 2 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '202.96.209.5-TCP', 'biflow_src_port': 1066, 'biflow_dst_port': 80}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '147.32.83.246-TCP', 'biflow_src_port': 2513, 'biflow_dst_port': 135}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '147.32.88.246-TCP', 'biflow_src_port': 2512, 'biflow_dst_port': 135}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '147.32.83.247-TCP', 'biflow_src_port': 2515, 'biflow_dst_port': 135}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '147.32.88.248-TCP', 'biflow_src_port': 2516, 'biflow_dst_port': 135}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '147.32.83.248-TCP', 'biflow_src_port': 2517, 'biflow_dst_port': 135}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '147.32.88.249-TCP', 'biflow_src_port': 2518, 'biflow_dst_port': 135}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '147.32.83.249-TCP', 'biflow_src_port': 2519, 'biflow_dst_port': 135}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '147.32.88.250-TCP', 'biflow_src_port': 2520, 'biflow_dst_port': 135}
Collection: tcp_biflows | Standard modification: 2 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '222.189.228.111-TCP', 'biflow_src_port': 2530, 'biflow_dst_port': 3389}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '222.189.228.111-TCP', 'biflow_src_port': 2531, 'biflow_dst_port': 3389}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '222.189.228.111-TCP', 'biflow_src_port': 2578, 'biflow_dst_port': 3389}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '222.189.228.111-TCP', 'biflow_src_port': 2579, 'biflow_dst_port': 3389}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '222.189.228.111-TCP', 'biflow_src_port': 2580, 'biflow_dst_port': 3389}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '222.189.228.111-TCP', 'biflow_src_port': 2581, 'biflow_dst_port': 3389}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '222.189.228.111-TCP', 'biflow_src_port': 2582, 'biflow_dst_port': 3389}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '222.189.228.111-TCP', 'biflow_src_port': 2583, 'biflow_dst_port': 3389}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '222.189.228.111-TCP', 'biflow_src_port': 2584, 'biflow_dst_port': 3389}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '222.189.228.111-TCP', 'biflow_src_port': 2585, 'biflow_dst_port': 3389}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '222.189.228.111-TCP', 'biflow_src_port': 2586, 'biflow_dst_port': 3389}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '222.189.228.111-TCP', 'biflow_src_port': 2587, 'biflow_dst_port': 3389}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '222.189.228.111-TCP', 'biflow_src_port': 2588, 'biflow_dst_port': 3389}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '222.73.45.135-TCP', 'biflow_src_port': 2589, 'biflow_dst_port': 81}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '222.189.228.111-TCP', 'biflow_src_port': 2590, 'biflow_dst_port': 3389}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '222.189.228.111-TCP', 'biflow_src_port': 2591, 'biflow_dst_port': 3389}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '222.189.228.111-TCP', 'biflow_src_port': 2592, 'biflow_dst_port': 3389}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '222.189.228.111-TCP', 'biflow_src_port': 2593, 'biflow_dst_port': 3389}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '222.189.228.111-TCP', 'biflow_src_port': 2594, 'biflow_dst_port': 3389}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '222.189.228.111-TCP', 'biflow_src_port': 2595, 'biflow_dst_port': 3389}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '222.189.228.111-TCP', 'biflow_src_port': 2596, 'biflow_dst_port': 3389}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '222.189.228.111-TCP', 'biflow_src_port': 2597, 'biflow_dst_port': 3389}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '222.189.228.111-TCP', 'biflow_src_port': 2598, 'biflow_dst_port': 3389}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '222.189.228.111-TCP', 'biflow_src_port': 2599, 'biflow_dst_port': 3389}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '222.189.228.111-TCP', 'biflow_src_port': 2600, 'biflow_dst_port': 3389}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '222.189.228.111-TCP', 'biflow_src_port': 2601, 'biflow_dst_port': 3389}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '222.189.228.111-TCP', 'biflow_src_port': 2602, 'biflow_dst_port': 3389}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '222.189.228.111-TCP', 'biflow_src_port': 2603, 'biflow_dst_port': 3389}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '222.189.228.111-TCP', 'biflow_src_port': 2604, 'biflow_dst_port': 3389}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '222.189.228.111-TCP', 'biflow_src_port': 2605, 'biflow_dst_port': 3389}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '222.189.228.111-TCP', 'biflow_src_port': 2606, 'biflow_dst_port': 3389}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '222.189.228.111-TCP', 'biflow_src_port': 2607, 'biflow_dst_port': 3389}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '222.189.228.111-TCP', 'biflow_src_port': 2608, 'biflow_dst_port': 3389}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '222.189.228.111-TCP', 'biflow_src_port': 2609, 'biflow_dst_port': 3389}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '222.189.228.111-TCP', 'biflow_src_port': 2610, 'biflow_dst_port': 3389}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '147.32.79.1-TCP', 'biflow_src_port': 2611, 'biflow_dst_port': 135}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '192.168.0.1-TCP', 'biflow_src_port': 2613, 'biflow_dst_port': 135}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '147.33.84.1-TCP', 'biflow_src_port': 2614, 'biflow_dst_port': 135}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '147.32.79.2-TCP', 'biflow_src_port': 2615, 'biflow_dst_port': 135}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '192.168.0.2-TCP', 'biflow_src_port': 2617, 'biflow_dst_port': 135}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '147.33.84.2-TCP', 'biflow_src_port': 2618, 'biflow_dst_port': 135}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '147.32.79.3-TCP', 'biflow_src_port': 2619, 'biflow_dst_port': 135}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '147.33.84.3-TCP', 'biflow_src_port': 2622, 'biflow_dst_port': 135}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '192.168.0.3-TCP', 'biflow_src_port': 2621, 'biflow_dst_port': 135}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '147.32.79.4-TCP', 'biflow_src_port': 2624, 'biflow_dst_port': 135}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '147.33.84.61-TCP', 'biflow_src_port': 2853, 'biflow_dst_port': 135}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '192.168.0.61-TCP', 'biflow_src_port': 2851, 'biflow_dst_port': 135}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '147.32.79.61-TCP', 'biflow_src_port': 2854, 'biflow_dst_port': 135}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '147.33.84.62-TCP', 'biflow_src_port': 2857, 'biflow_dst_port': 135}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '192.168.0.62-TCP', 'biflow_src_port': 2855, 'biflow_dst_port': 135}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '147.32.79.62-TCP', 'biflow_src_port': 2858, 'biflow_dst_port': 135}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '147.33.84.63-TCP', 'biflow_src_port': 2861, 'biflow_dst_port': 135}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '192.168.0.121-TCP', 'biflow_src_port': 3091, 'biflow_dst_port': 135}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '147.32.79.121-TCP', 'biflow_src_port': 3094, 'biflow_dst_port': 135}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '147.33.84.121-TCP', 'biflow_src_port': 3093, 'biflow_dst_port': 135}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '192.168.0.122-TCP', 'biflow_src_port': 3095, 'biflow_dst_port': 135}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '147.32.79.122-TCP', 'biflow_src_port': 3098, 'biflow_dst_port': 135}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '147.33.84.122-TCP', 'biflow_src_port': 3097, 'biflow_dst_port': 135}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '192.168.0.123-TCP', 'biflow_src_port': 3099, 'biflow_dst_port': 135}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '147.32.79.123-TCP', 'biflow_src_port': 3102, 'biflow_dst_port': 135}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '147.33.84.181-TCP', 'biflow_src_port': 3333, 'biflow_dst_port': 135}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '222.189.228.111-TCP', 'biflow_src_port': 3367, 'biflow_dst_port': 3389}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '192.168.0.181-TCP', 'biflow_src_port': 3331, 'biflow_dst_port': 135}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '147.32.79.181-TCP', 'biflow_src_port': 3334, 'biflow_dst_port': 135}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '147.33.84.182-TCP', 'biflow_src_port': 3337, 'biflow_dst_port': 135}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '192.168.0.182-TCP', 'biflow_src_port': 3335, 'biflow_dst_port': 135}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '147.32.79.182-TCP', 'biflow_src_port': 3338, 'biflow_dst_port': 135}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '147.33.84.183-TCP', 'biflow_src_port': 3341, 'biflow_dst_port': 135}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '192.168.0.183-TCP', 'biflow_src_port': 3339, 'biflow_dst_port': 135}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '147.32.79.241-TCP', 'biflow_src_port': 3576, 'biflow_dst_port': 135}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '147.33.84.241-TCP', 'biflow_src_port': 3575, 'biflow_dst_port': 135}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '192.168.0.241-TCP', 'biflow_src_port': 3573, 'biflow_dst_port': 135}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '147.32.79.242-TCP', 'biflow_src_port': 3580, 'biflow_dst_port': 135}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '147.33.84.242-TCP', 'biflow_src_port': 3579, 'biflow_dst_port': 135}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '192.168.0.242-TCP', 'biflow_src_port': 3577, 'biflow_dst_port': 135}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '147.32.79.243-TCP', 'biflow_src_port': 3584, 'biflow_dst_port': 135}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '147.33.84.243-TCP', 'biflow_src_port': 3583, 'biflow_dst_port': 135}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '192.168.1.47-TCP', 'biflow_src_port': 3767, 'biflow_dst_port': 135}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '147.32.80.47-TCP', 'biflow_src_port': 3769, 'biflow_dst_port': 135}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '192.168.1.48-TCP', 'biflow_src_port': 3770, 'biflow_dst_port': 135}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '147.32.80.48-TCP', 'biflow_src_port': 3772, 'biflow_dst_port': 135}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '192.168.1.49-TCP', 'biflow_src_port': 3773, 'biflow_dst_port': 135}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '147.32.80.49-TCP', 'biflow_src_port': 3775, 'biflow_dst_port': 135}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '192.168.1.107-TCP', 'biflow_src_port': 3947, 'biflow_dst_port': 135}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '147.32.80.107-TCP', 'biflow_src_port': 3949, 'biflow_dst_port': 135}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '192.168.1.108-TCP', 'biflow_src_port': 3950, 'biflow_dst_port': 135}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '147.32.80.108-TCP', 'biflow_src_port': 3952, 'biflow_dst_port': 135}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '192.168.1.109-TCP', 'biflow_src_port': 3953, 'biflow_dst_port': 135}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '147.32.80.109-TCP', 'biflow_src_port': 3955, 'biflow_dst_port': 135}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '192.168.1.110-TCP', 'biflow_src_port': 3956, 'biflow_dst_port': 135}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '147.32.80.167-TCP', 'biflow_src_port': 4129, 'biflow_dst_port': 135}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '192.168.1.167-TCP', 'biflow_src_port': 4127, 'biflow_dst_port': 135}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '147.32.80.168-TCP', 'biflow_src_port': 4132, 'biflow_dst_port': 135}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '192.168.1.168-TCP', 'biflow_src_port': 4130, 'biflow_dst_port': 135}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '147.32.80.169-TCP', 'biflow_src_port': 4135, 'biflow_dst_port': 135}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '192.168.1.169-TCP', 'biflow_src_port': 4133, 'biflow_dst_port': 135}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '147.32.80.170-TCP', 'biflow_src_port': 4138, 'biflow_dst_port': 135}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '192.168.1.227-TCP', 'biflow_src_port': 4307, 'biflow_dst_port': 135}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '147.32.80.227-TCP', 'biflow_src_port': 4309, 'biflow_dst_port': 135}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '192.168.1.228-TCP', 'biflow_src_port': 4310, 'biflow_dst_port': 135}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '147.32.80.228-TCP', 'biflow_src_port': 4312, 'biflow_dst_port': 135}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '192.168.1.229-TCP', 'biflow_src_port': 4313, 'biflow_dst_port': 135}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '147.32.80.229-TCP', 'biflow_src_port': 4315, 'biflow_dst_port': 135}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '222.189.228.111-TCP', 'biflow_src_port': 4349, 'biflow_dst_port': 3389}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '147.32.81.33-TCP', 'biflow_src_port': 4457, 'biflow_dst_port': 135}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '147.32.81.34-TCP', 'biflow_src_port': 4459, 'biflow_dst_port': 135}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '147.32.81.35-TCP', 'biflow_src_port': 4461, 'biflow_dst_port': 135}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '147.32.81.36-TCP', 'biflow_src_port': 4463, 'biflow_dst_port': 135}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '147.32.81.37-TCP', 'biflow_src_port': 4465, 'biflow_dst_port': 135}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '147.32.81.38-TCP', 'biflow_src_port': 4467, 'biflow_dst_port': 135}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '147.32.81.93-TCP', 'biflow_src_port': 4577, 'biflow_dst_port': 135}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '147.32.81.94-TCP', 'biflow_src_port': 4579, 'biflow_dst_port': 135}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '147.32.81.95-TCP', 'biflow_src_port': 4581, 'biflow_dst_port': 135}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '147.32.81.96-TCP', 'biflow_src_port': 4583, 'biflow_dst_port': 135}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '147.32.81.97-TCP', 'biflow_src_port': 4585, 'biflow_dst_port': 135}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '147.32.81.153-TCP', 'biflow_src_port': 4697, 'biflow_dst_port': 135}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '147.32.81.154-TCP', 'biflow_src_port': 4699, 'biflow_dst_port': 135}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '147.32.81.155-TCP', 'biflow_src_port': 4701, 'biflow_dst_port': 135}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '147.32.81.156-TCP', 'biflow_src_port': 4703, 'biflow_dst_port': 135}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '147.32.81.157-TCP', 'biflow_src_port': 4705, 'biflow_dst_port': 135}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '147.32.81.213-TCP', 'biflow_src_port': 4817, 'biflow_dst_port': 135}
